# academic.paper_trend — 화장품 성분·주제별 월간 논문 수
#
# 소스가 다르면 세는 대상이 다르다. 절대값을 합치거나 이어붙이지 말 것.
#   PubMed      MeSH 확장 주제매칭. 'cosmetic' 이라는 단어가 없는 논문까지 닿는다.
#   Europe PMC  생명과학 색인. 프리프린트와 특허를 포함한다.
# 2019-01 'cosmetic' 이 각각 1205 / 843 인 것은 이견이 아니라 두 개의 다른 질문이다.
#
# 최근 2~3개월은 색인 지연으로 항상 과소집계된다. 하락으로 읽지 말 것.
# 절대 건수가 한 자릿수인 검색어(ethylhexyl triazone 등)는 배수를 쓰면 안 된다 —
# 연 논문 두세 편 차이가 3배로 보인다.
#
# PubMed 1월은 나머지 달의 1.65~2.40배다. 측정한 10개 검색어 전부에서 예외 없이 그렇고,
# Europe PMC 는 1.16배로 훨씬 약하다. 모든 성분이 같은 방향으로 튀므로 성분 얘기가 아니라
# 연초 게재일 몰림에 따른 색인 아티팩트다. 연 단위 비교(paper_growth)는 1월을 양쪽이 한
# 번씩 포함하므로 안전하고, 월별 계열(paper_trend)을 그리면 매년 1월에 봉우리가 선다.
source,query,period,count
pubmed,ceramide,2023-08-01,102
pubmed,ceramide,2023-09-01,105
pubmed,ceramide,2023-10-01,99
pubmed,ceramide,2023-11-01,86
pubmed,ceramide,2023-12-01,114
pubmed,ceramide,2024-01-01,192
pubmed,ceramide,2024-02-01,119
pubmed,ceramide,2024-03-01,99
pubmed,ceramide,2024-04-01,113
pubmed,ceramide,2024-05-01,115
pubmed,ceramide,2024-06-01,129
pubmed,ceramide,2024-07-01,114
pubmed,ceramide,2024-08-01,117
pubmed,ceramide,2024-09-01,103
pubmed,ceramide,2024-10-01,92
pubmed,ceramide,2024-11-01,85
pubmed,ceramide,2024-12-01,125
pubmed,ceramide,2025-01-01,205
pubmed,ceramide,2025-02-01,109
pubmed,ceramide,2025-03-01,132
pubmed,ceramide,2025-04-01,116
pubmed,ceramide,2025-05-01,123
pubmed,ceramide,2025-06-01,125
pubmed,ceramide,2025-07-01,121
pubmed,ceramide,2025-08-01,110
pubmed,ceramide,2025-09-01,121
pubmed,ceramide,2025-10-01,111
pubmed,ceramide,2025-11-01,131
pubmed,ceramide,2025-12-01,131
pubmed,ceramide,2026-01-01,215
pubmed,ceramide,2026-02-01,119
pubmed,ceramide,2026-03-01,138
pubmed,ceramide,2026-04-01,97
pubmed,ceramide,2026-05-01,121
pubmed,ceramide,2026-06-01,122
pubmed,ceramide,2026-07-01,147
pubmed,ceramide,2026-08-01,67
pubmed,collagen,2019-01-01,2339
pubmed,collagen,2019-02-01,1191
pubmed,collagen,2019-03-01,1168
pubmed,collagen,2019-04-01,1190
pubmed,collagen,2019-05-01,1178
pubmed,collagen,2019-06-01,1215
pubmed,collagen,2019-07-01,1265
pubmed,collagen,2019-08-01,1195
pubmed,collagen,2019-09-01,1158
pubmed,collagen,2019-10-01,1139
pubmed,collagen,2019-11-01,1229
pubmed,collagen,2019-12-01,1228
pubmed,collagen,2020-01-01,2584
pubmed,collagen,2020-02-01,1186
pubmed,collagen,2020-03-01,1207
pubmed,collagen,2020-04-01,1150
pubmed,collagen,2020-05-01,1258
pubmed,collagen,2020-06-01,1292
pubmed,collagen,2020-07-01,1280
pubmed,collagen,2020-08-01,1227
pubmed,collagen,2020-09-01,1322
pubmed,collagen,2020-10-01,1289
pubmed,collagen,2020-11-01,1268
pubmed,collagen,2020-12-01,1350
pubmed,collagen,2021-01-01,2805
pubmed,collagen,2021-02-01,1254
pubmed,collagen,2021-03-01,1353
pubmed,collagen,2021-04-01,1219
pubmed,collagen,2021-05-01,1262
pubmed,collagen,2021-06-01,1268
pubmed,collagen,2021-07-01,1319
pubmed,collagen,2021-08-01,1295
pubmed,collagen,2021-09-01,1346
pubmed,collagen,2021-10-01,1255
pubmed,collagen,2021-11-01,1309
pubmed,collagen,2021-12-01,1420
pubmed,collagen,2022-01-01,2882
pubmed,collagen,2022-02-01,1210
pubmed,collagen,2022-03-01,1293
pubmed,collagen,2022-04-01,1230
pubmed,collagen,2022-05-01,1215
pubmed,collagen,2022-06-01,1248
pubmed,collagen,2022-07-01,1181
pubmed,collagen,2022-08-01,1187
pubmed,collagen,2022-09-01,1208
pubmed,collagen,2022-10-01,1235
pubmed,collagen,2022-11-01,1233
pubmed,collagen,2022-12-01,1368
pubmed,collagen,2023-01-01,2331
pubmed,collagen,2023-02-01,1188
pubmed,collagen,2023-03-01,1271
pubmed,collagen,2023-04-01,1228
pubmed,collagen,2023-05-01,1200
pubmed,collagen,2023-06-01,1243
pubmed,collagen,2023-07-01,1214
pubmed,collagen,2023-08-01,1190
pubmed,collagen,2023-09-01,1219
pubmed,collagen,2023-10-01,1234
pubmed,collagen,2023-11-01,1258
pubmed,collagen,2023-12-01,1347
pubmed,collagen,2024-01-01,2432
pubmed,collagen,2024-02-01,1263
pubmed,collagen,2024-03-01,1260
pubmed,collagen,2024-04-01,1235
pubmed,collagen,2024-05-01,1274
pubmed,collagen,2024-06-01,1370
pubmed,collagen,2024-07-01,1287
pubmed,collagen,2024-08-01,1280
pubmed,collagen,2024-09-01,1324
pubmed,collagen,2024-10-01,1380
pubmed,collagen,2024-11-01,1310
pubmed,collagen,2024-12-01,1524
pubmed,collagen,2025-01-01,2755
pubmed,collagen,2025-02-01,1396
pubmed,collagen,2025-03-01,1431
pubmed,collagen,2025-04-01,1520
pubmed,collagen,2025-05-01,1514
pubmed,collagen,2025-06-01,1536
pubmed,collagen,2025-07-01,1585
pubmed,collagen,2025-08-01,1398
pubmed,collagen,2025-09-01,1488
pubmed,collagen,2025-10-01,1548
pubmed,collagen,2025-11-01,1557
pubmed,collagen,2025-12-01,1740
pubmed,collagen,2026-01-01,2625
pubmed,collagen,2026-02-01,1544
pubmed,collagen,2026-03-01,1696
pubmed,collagen,2026-04-01,1592
pubmed,collagen,2026-05-01,1614
pubmed,collagen,2026-06-01,1754
pubmed,collagen,2026-07-01,1571
pubmed,collagen,2026-08-01,990
pubmed,cosmetic,2019-01-01,1205
pubmed,cosmetic,2019-02-01,638
pubmed,cosmetic,2019-03-01,749
pubmed,cosmetic,2019-04-01,723
pubmed,cosmetic,2019-05-01,775
pubmed,cosmetic,2019-06-01,774
pubmed,cosmetic,2019-07-01,752
pubmed,cosmetic,2019-08-01,717
pubmed,cosmetic,2019-09-01,741
pubmed,cosmetic,2019-10-01,693
pubmed,cosmetic,2019-11-01,767
pubmed,cosmetic,2019-12-01,871
pubmed,cosmetic,2020-01-01,1319
pubmed,cosmetic,2020-02-01,773
pubmed,cosmetic,2020-03-01,753
pubmed,cosmetic,2020-04-01,905
pubmed,cosmetic,2020-05-01,783
pubmed,cosmetic,2020-06-01,811
pubmed,cosmetic,2020-07-01,939
pubmed,cosmetic,2020-08-01,794
pubmed,cosmetic,2020-09-01,889
pubmed,cosmetic,2020-10-01,941
pubmed,cosmetic,2020-11-01,921
pubmed,cosmetic,2020-12-01,875
pubmed,cosmetic,2021-01-01,1499
pubmed,cosmetic,2021-02-01,755
pubmed,cosmetic,2021-03-01,902
pubmed,cosmetic,2021-04-01,856
pubmed,cosmetic,2021-05-01,878
pubmed,cosmetic,2021-06-01,879
pubmed,cosmetic,2021-07-01,908
pubmed,cosmetic,2021-08-01,912
pubmed,cosmetic,2021-09-01,908
pubmed,cosmetic,2021-10-01,997
pubmed,cosmetic,2021-11-01,857
pubmed,cosmetic,2021-12-01,924
pubmed,cosmetic,2022-01-01,1754
pubmed,cosmetic,2022-02-01,823
pubmed,cosmetic,2022-03-01,992
pubmed,cosmetic,2022-04-01,860
pubmed,cosmetic,2022-05-01,984
pubmed,cosmetic,2022-06-01,948
pubmed,cosmetic,2022-07-01,867
pubmed,cosmetic,2022-08-01,922
pubmed,cosmetic,2022-09-01,1061
pubmed,cosmetic,2022-10-01,928
pubmed,cosmetic,2022-11-01,986
pubmed,cosmetic,2022-12-01,980
pubmed,cosmetic,2023-01-01,1568
pubmed,cosmetic,2023-02-01,853
pubmed,cosmetic,2023-03-01,943
pubmed,cosmetic,2023-04-01,779
pubmed,cosmetic,2023-05-01,817
pubmed,cosmetic,2023-06-01,903
pubmed,cosmetic,2023-07-01,900
pubmed,cosmetic,2023-08-01,848
pubmed,cosmetic,2023-09-01,880
pubmed,cosmetic,2023-10-01,914
pubmed,cosmetic,2023-11-01,925
pubmed,cosmetic,2023-12-01,1051
pubmed,cosmetic,2024-01-01,1596
pubmed,cosmetic,2024-02-01,1009
pubmed,cosmetic,2024-03-01,1076
pubmed,cosmetic,2024-04-01,924
pubmed,cosmetic,2024-05-01,1000
pubmed,cosmetic,2024-06-01,1023
pubmed,cosmetic,2024-07-01,1048
pubmed,cosmetic,2024-08-01,988
pubmed,cosmetic,2024-09-01,1048
pubmed,cosmetic,2024-10-01,1097
pubmed,cosmetic,2024-11-01,1072
pubmed,cosmetic,2024-12-01,1135
pubmed,cosmetic,2025-01-01,1879
pubmed,cosmetic,2025-02-01,980
pubmed,cosmetic,2025-03-01,1013
pubmed,cosmetic,2025-04-01,977
pubmed,cosmetic,2025-05-01,1057
pubmed,cosmetic,2025-06-01,1034
pubmed,cosmetic,2025-07-01,1089
pubmed,cosmetic,2025-08-01,986
pubmed,cosmetic,2025-09-01,1125
pubmed,cosmetic,2025-10-01,1134
pubmed,cosmetic,2025-11-01,1101
pubmed,cosmetic,2025-12-01,1268
pubmed,cosmetic,2026-01-01,1794
pubmed,cosmetic,2026-02-01,1008
pubmed,cosmetic,2026-03-01,995
pubmed,cosmetic,2026-04-01,1008
pubmed,cosmetic,2026-05-01,1004
pubmed,cosmetic,2026-06-01,1066
pubmed,cosmetic,2026-07-01,895
pubmed,cosmetic,2026-08-01,539
pubmed,ethylhexyl triazone,2019-01-01,1
pubmed,ethylhexyl triazone,2019-02-01,0
pubmed,ethylhexyl triazone,2019-03-01,0
pubmed,ethylhexyl triazone,2019-04-01,0
pubmed,ethylhexyl triazone,2019-05-01,0
pubmed,ethylhexyl triazone,2019-06-01,0
pubmed,ethylhexyl triazone,2019-07-01,0
pubmed,ethylhexyl triazone,2019-08-01,0
pubmed,ethylhexyl triazone,2019-09-01,0
pubmed,ethylhexyl triazone,2019-10-01,1
pubmed,ethylhexyl triazone,2019-11-01,0
pubmed,ethylhexyl triazone,2019-12-01,1
pubmed,ethylhexyl triazone,2020-01-01,0
pubmed,ethylhexyl triazone,2020-02-01,1
pubmed,ethylhexyl triazone,2020-03-01,0
pubmed,ethylhexyl triazone,2020-04-01,2
pubmed,ethylhexyl triazone,2020-05-01,0
pubmed,ethylhexyl triazone,2020-06-01,0
pubmed,ethylhexyl triazone,2020-07-01,0
pubmed,ethylhexyl triazone,2020-08-01,0
pubmed,ethylhexyl triazone,2020-09-01,1
pubmed,ethylhexyl triazone,2020-10-01,1
pubmed,ethylhexyl triazone,2020-11-01,0
pubmed,ethylhexyl triazone,2020-12-01,0
pubmed,ethylhexyl triazone,2021-01-01,1
pubmed,ethylhexyl triazone,2021-02-01,1
pubmed,ethylhexyl triazone,2021-03-01,0
pubmed,ethylhexyl triazone,2021-04-01,2
pubmed,ethylhexyl triazone,2021-05-01,0
pubmed,ethylhexyl triazone,2021-06-01,0
pubmed,ethylhexyl triazone,2021-07-01,0
pubmed,ethylhexyl triazone,2021-08-01,0
pubmed,ethylhexyl triazone,2021-09-01,0
pubmed,ethylhexyl triazone,2021-10-01,0
pubmed,ethylhexyl triazone,2021-11-01,0
pubmed,ethylhexyl triazone,2021-12-01,0
pubmed,ethylhexyl triazone,2022-01-01,0
pubmed,ethylhexyl triazone,2022-02-01,0
pubmed,ethylhexyl triazone,2022-03-01,1
pubmed,ethylhexyl triazone,2022-04-01,1
pubmed,ethylhexyl triazone,2022-05-01,0
pubmed,ethylhexyl triazone,2022-06-01,0
pubmed,ethylhexyl triazone,2022-07-01,1
pubmed,ethylhexyl triazone,2022-08-01,0
pubmed,ethylhexyl triazone,2022-09-01,2
pubmed,ethylhexyl triazone,2022-10-01,1
pubmed,ethylhexyl triazone,2022-11-01,1
pubmed,ethylhexyl triazone,2022-12-01,1
pubmed,ethylhexyl triazone,2023-01-01,0
pubmed,ethylhexyl triazone,2023-02-01,0
pubmed,ethylhexyl triazone,2023-03-01,0
pubmed,ethylhexyl triazone,2023-04-01,0
pubmed,ethylhexyl triazone,2023-05-01,1
pubmed,ethylhexyl triazone,2023-06-01,0
pubmed,ethylhexyl triazone,2023-07-01,0
pubmed,ethylhexyl triazone,2023-08-01,1
pubmed,ethylhexyl triazone,2023-09-01,0
pubmed,ethylhexyl triazone,2023-10-01,0
pubmed,ethylhexyl triazone,2023-11-01,1
pubmed,ethylhexyl triazone,2023-12-01,1
pubmed,ethylhexyl triazone,2024-01-01,0
pubmed,ethylhexyl triazone,2024-02-01,0
pubmed,ethylhexyl triazone,2024-03-01,0
pubmed,ethylhexyl triazone,2024-04-01,1
pubmed,ethylhexyl triazone,2024-05-01,1
pubmed,ethylhexyl triazone,2024-06-01,1
pubmed,ethylhexyl triazone,2024-07-01,0
pubmed,ethylhexyl triazone,2024-08-01,0
pubmed,ethylhexyl triazone,2024-09-01,0
pubmed,ethylhexyl triazone,2024-10-01,1
pubmed,ethylhexyl triazone,2024-11-01,0
pubmed,ethylhexyl triazone,2024-12-01,1
pubmed,ethylhexyl triazone,2025-01-01,1
pubmed,ethylhexyl triazone,2025-02-01,1
pubmed,ethylhexyl triazone,2025-03-01,1
pubmed,ethylhexyl triazone,2025-04-01,0
pubmed,ethylhexyl triazone,2025-05-01,0
pubmed,ethylhexyl triazone,2025-06-01,0
pubmed,ethylhexyl triazone,2025-07-01,2
pubmed,ethylhexyl triazone,2025-08-01,0
pubmed,ethylhexyl triazone,2025-09-01,1
pubmed,ethylhexyl triazone,2025-10-01,1
pubmed,ethylhexyl triazone,2025-11-01,0
pubmed,ethylhexyl triazone,2025-12-01,1
pubmed,ethylhexyl triazone,2026-01-01,2
pubmed,ethylhexyl triazone,2026-02-01,2
pubmed,ethylhexyl triazone,2026-03-01,0
pubmed,ethylhexyl triazone,2026-04-01,1
pubmed,ethylhexyl triazone,2026-05-01,1
pubmed,ethylhexyl triazone,2026-06-01,0
pubmed,ethylhexyl triazone,2026-07-01,3
pubmed,ethylhexyl triazone,2026-08-01,1
pubmed,exosome,2019-01-01,894
pubmed,exosome,2019-02-01,324
pubmed,exosome,2019-03-01,324
pubmed,exosome,2019-04-01,297
pubmed,exosome,2019-05-01,337
pubmed,exosome,2019-06-01,331
pubmed,exosome,2019-07-01,310
pubmed,exosome,2019-08-01,355
pubmed,exosome,2019-09-01,299
pubmed,exosome,2019-10-01,344
pubmed,exosome,2019-11-01,366
pubmed,exosome,2019-12-01,395
pubmed,exosome,2020-01-01,1182
pubmed,exosome,2020-02-01,370
pubmed,exosome,2020-03-01,360
pubmed,exosome,2020-04-01,373
pubmed,exosome,2020-05-01,422
pubmed,exosome,2020-06-01,437
pubmed,exosome,2020-07-01,454
pubmed,exosome,2020-08-01,482
pubmed,exosome,2020-09-01,477
pubmed,exosome,2020-10-01,483
pubmed,exosome,2020-11-01,477
pubmed,exosome,2020-12-01,457
pubmed,exosome,2021-01-01,1517
pubmed,exosome,2021-02-01,519
pubmed,exosome,2021-03-01,519
pubmed,exosome,2021-04-01,522
pubmed,exosome,2021-05-01,488
pubmed,exosome,2021-06-01,521
pubmed,exosome,2021-07-01,476
pubmed,exosome,2021-08-01,500
pubmed,exosome,2021-09-01,525
pubmed,exosome,2021-10-01,490
pubmed,exosome,2021-11-01,444
pubmed,exosome,2021-12-01,558
pubmed,exosome,2022-01-01,1640
pubmed,exosome,2022-02-01,473
pubmed,exosome,2022-03-01,568
pubmed,exosome,2022-04-01,456
pubmed,exosome,2022-05-01,497
pubmed,exosome,2022-06-01,546
pubmed,exosome,2022-07-01,474
pubmed,exosome,2022-08-01,584
pubmed,exosome,2022-09-01,537
pubmed,exosome,2022-10-01,518
pubmed,exosome,2022-11-01,510
pubmed,exosome,2022-12-01,582
pubmed,exosome,2023-01-01,1320
pubmed,exosome,2023-02-01,494
pubmed,exosome,2023-03-01,588
pubmed,exosome,2023-04-01,518
pubmed,exosome,2023-05-01,536
pubmed,exosome,2023-06-01,511
pubmed,exosome,2023-07-01,517
pubmed,exosome,2023-08-01,513
pubmed,exosome,2023-09-01,521
pubmed,exosome,2023-10-01,533
pubmed,exosome,2023-11-01,552
pubmed,exosome,2023-12-01,544
pubmed,exosome,2024-01-01,1278
pubmed,exosome,2024-02-01,563
pubmed,exosome,2024-03-01,511
pubmed,exosome,2024-04-01,547
pubmed,exosome,2024-05-01,570
pubmed,exosome,2024-06-01,517
pubmed,exosome,2024-07-01,569
pubmed,exosome,2024-08-01,586
pubmed,exosome,2024-09-01,566
pubmed,exosome,2024-10-01,536
pubmed,exosome,2024-11-01,571
pubmed,exosome,2024-12-01,611
pubmed,exosome,2025-01-01,1543
pubmed,exosome,2025-02-01,575
pubmed,exosome,2025-03-01,619
pubmed,exosome,2025-04-01,661
pubmed,exosome,2025-05-01,603
pubmed,exosome,2025-06-01,676
pubmed,exosome,2025-07-01,671
pubmed,exosome,2025-08-01,630
pubmed,exosome,2025-09-01,614
pubmed,exosome,2025-10-01,657
pubmed,exosome,2025-11-01,642
pubmed,exosome,2025-12-01,818
pubmed,exosome,2026-01-01,1329
pubmed,exosome,2026-02-01,687
pubmed,exosome,2026-03-01,684
pubmed,exosome,2026-04-01,649
pubmed,exosome,2026-05-01,690
pubmed,exosome,2026-06-01,697
pubmed,exosome,2026-07-01,594
pubmed,exosome,2026-08-01,413
pubmed,hyaluronic acid,2019-01-01,409
pubmed,hyaluronic acid,2019-02-01,224
pubmed,hyaluronic acid,2019-03-01,210
pubmed,hyaluronic acid,2019-04-01,218
pubmed,hyaluronic acid,2019-05-01,260
pubmed,hyaluronic acid,2019-06-01,237
pubmed,hyaluronic acid,2019-07-01,217
pubmed,hyaluronic acid,2019-08-01,220
pubmed,hyaluronic acid,2019-09-01,208
pubmed,hyaluronic acid,2019-10-01,213
pubmed,hyaluronic acid,2019-11-01,222
pubmed,hyaluronic acid,2019-12-01,209
pubmed,hyaluronic acid,2020-01-01,428
pubmed,hyaluronic acid,2020-02-01,253
pubmed,hyaluronic acid,2020-03-01,235
pubmed,hyaluronic acid,2020-04-01,250
pubmed,hyaluronic acid,2020-05-01,230
pubmed,hyaluronic acid,2020-06-01,260
pubmed,hyaluronic acid,2020-07-01,265
pubmed,hyaluronic acid,2020-08-01,227
pubmed,hyaluronic acid,2020-09-01,257
pubmed,hyaluronic acid,2020-10-01,264
pubmed,hyaluronic acid,2020-11-01,214
pubmed,hyaluronic acid,2020-12-01,266
pubmed,hyaluronic acid,2021-01-01,483
pubmed,hyaluronic acid,2021-02-01,279
pubmed,hyaluronic acid,2021-03-01,287
pubmed,hyaluronic acid,2021-04-01,271
pubmed,hyaluronic acid,2021-05-01,282
pubmed,hyaluronic acid,2021-06-01,255
pubmed,hyaluronic acid,2021-07-01,287
pubmed,hyaluronic acid,2021-08-01,262
pubmed,hyaluronic acid,2021-09-01,295
pubmed,hyaluronic acid,2021-10-01,276
pubmed,hyaluronic acid,2021-11-01,240
pubmed,hyaluronic acid,2021-12-01,328
pubmed,hyaluronic acid,2022-01-01,503
pubmed,hyaluronic acid,2022-02-01,250
pubmed,hyaluronic acid,2022-03-01,272
pubmed,hyaluronic acid,2022-04-01,278
pubmed,hyaluronic acid,2022-05-01,289
pubmed,hyaluronic acid,2022-06-01,285
pubmed,hyaluronic acid,2022-07-01,289
pubmed,hyaluronic acid,2022-08-01,270
pubmed,hyaluronic acid,2022-09-01,303
pubmed,hyaluronic acid,2022-10-01,275
pubmed,hyaluronic acid,2022-11-01,320
pubmed,hyaluronic acid,2022-12-01,327
pubmed,hyaluronic acid,2023-01-01,471
pubmed,hyaluronic acid,2023-02-01,260
pubmed,hyaluronic acid,2023-03-01,291
pubmed,hyaluronic acid,2023-04-01,264
pubmed,hyaluronic acid,2023-05-01,255
pubmed,hyaluronic acid,2023-06-01,303
pubmed,hyaluronic acid,2023-07-01,325
pubmed,hyaluronic acid,2023-08-01,306
pubmed,hyaluronic acid,2023-09-01,286
pubmed,hyaluronic acid,2023-10-01,314
pubmed,hyaluronic acid,2023-11-01,300
pubmed,hyaluronic acid,2023-12-01,332
pubmed,hyaluronic acid,2024-01-01,505
pubmed,hyaluronic acid,2024-02-01,325
pubmed,hyaluronic acid,2024-03-01,314
pubmed,hyaluronic acid,2024-04-01,323
pubmed,hyaluronic acid,2024-05-01,319
pubmed,hyaluronic acid,2024-06-01,362
pubmed,hyaluronic acid,2024-07-01,375
pubmed,hyaluronic acid,2024-08-01,318
pubmed,hyaluronic acid,2024-09-01,377
pubmed,hyaluronic acid,2024-10-01,373
pubmed,hyaluronic acid,2024-11-01,417
pubmed,hyaluronic acid,2024-12-01,453
pubmed,hyaluronic acid,2025-01-01,693
pubmed,hyaluronic acid,2025-02-01,387
pubmed,hyaluronic acid,2025-03-01,392
pubmed,hyaluronic acid,2025-04-01,443
pubmed,hyaluronic acid,2025-05-01,420
pubmed,hyaluronic acid,2025-06-01,439
pubmed,hyaluronic acid,2025-07-01,401
pubmed,hyaluronic acid,2025-08-01,368
pubmed,hyaluronic acid,2025-09-01,437
pubmed,hyaluronic acid,2025-10-01,436
pubmed,hyaluronic acid,2025-11-01,427
pubmed,hyaluronic acid,2025-12-01,494
pubmed,hyaluronic acid,2026-01-01,646
pubmed,hyaluronic acid,2026-02-01,432
pubmed,hyaluronic acid,2026-03-01,449
pubmed,hyaluronic acid,2026-04-01,431
pubmed,hyaluronic acid,2026-05-01,400
pubmed,hyaluronic acid,2026-06-01,441
pubmed,hyaluronic acid,2026-07-01,387
pubmed,hyaluronic acid,2026-08-01,236
pubmed,madecassoside,2019-01-01,2
pubmed,madecassoside,2019-02-01,1
pubmed,madecassoside,2019-03-01,2
pubmed,madecassoside,2019-04-01,4
pubmed,madecassoside,2019-05-01,1
pubmed,madecassoside,2019-06-01,1
pubmed,madecassoside,2019-07-01,2
pubmed,madecassoside,2019-08-01,3
pubmed,madecassoside,2019-09-01,2
pubmed,madecassoside,2019-10-01,1
pubmed,madecassoside,2019-11-01,2
pubmed,madecassoside,2019-12-01,5
pubmed,madecassoside,2020-01-01,4
pubmed,madecassoside,2020-02-01,4
pubmed,madecassoside,2020-03-01,1
pubmed,madecassoside,2020-04-01,1
pubmed,madecassoside,2020-05-01,2
pubmed,madecassoside,2020-06-01,5
pubmed,madecassoside,2020-07-01,3
pubmed,madecassoside,2020-08-01,1
pubmed,madecassoside,2020-09-01,1
pubmed,madecassoside,2020-10-01,5
pubmed,madecassoside,2020-11-01,0
pubmed,madecassoside,2020-12-01,2
pubmed,madecassoside,2021-01-01,5
pubmed,madecassoside,2021-02-01,2
pubmed,madecassoside,2021-03-01,3
pubmed,madecassoside,2021-04-01,1
pubmed,madecassoside,2021-05-01,0
pubmed,madecassoside,2021-06-01,2
pubmed,madecassoside,2021-07-01,0
pubmed,madecassoside,2021-08-01,0
pubmed,madecassoside,2021-09-01,1
pubmed,madecassoside,2021-10-01,1
pubmed,madecassoside,2021-11-01,3
pubmed,madecassoside,2021-12-01,1
pubmed,madecassoside,2022-01-01,4
pubmed,madecassoside,2022-02-01,1
pubmed,madecassoside,2022-03-01,0
pubmed,madecassoside,2022-04-01,0
pubmed,madecassoside,2022-05-01,1
pubmed,madecassoside,2022-06-01,0
pubmed,madecassoside,2022-07-01,1
pubmed,madecassoside,2022-08-01,1
pubmed,madecassoside,2022-09-01,1
pubmed,madecassoside,2022-10-01,4
pubmed,madecassoside,2022-11-01,0
pubmed,madecassoside,2022-12-01,3
pubmed,madecassoside,2023-01-01,1
pubmed,madecassoside,2023-02-01,3
pubmed,madecassoside,2023-03-01,2
pubmed,madecassoside,2023-04-01,1
pubmed,madecassoside,2023-05-01,0
pubmed,madecassoside,2023-06-01,1
pubmed,madecassoside,2023-07-01,4
pubmed,madecassoside,2023-08-01,3
pubmed,madecassoside,2023-09-01,1
pubmed,madecassoside,2023-10-01,2
pubmed,madecassoside,2023-11-01,5
pubmed,madecassoside,2023-12-01,2
pubmed,madecassoside,2024-01-01,4
pubmed,madecassoside,2024-02-01,2
pubmed,madecassoside,2024-03-01,3
pubmed,madecassoside,2024-04-01,6
pubmed,madecassoside,2024-05-01,2
pubmed,madecassoside,2024-06-01,3
pubmed,madecassoside,2024-07-01,2
pubmed,madecassoside,2024-08-01,2
pubmed,madecassoside,2024-09-01,2
pubmed,madecassoside,2024-10-01,3
pubmed,madecassoside,2024-11-01,3
pubmed,madecassoside,2024-12-01,1
pubmed,madecassoside,2025-01-01,6
pubmed,madecassoside,2025-02-01,3
pubmed,madecassoside,2025-03-01,0
pubmed,madecassoside,2025-04-01,4
pubmed,madecassoside,2025-05-01,7
pubmed,madecassoside,2025-06-01,4
pubmed,madecassoside,2025-07-01,5
pubmed,madecassoside,2025-08-01,10
pubmed,madecassoside,2025-09-01,6
pubmed,madecassoside,2025-10-01,4
pubmed,madecassoside,2025-11-01,7
pubmed,madecassoside,2025-12-01,4
pubmed,madecassoside,2026-01-01,6
pubmed,madecassoside,2026-02-01,2
pubmed,madecassoside,2026-03-01,4
pubmed,madecassoside,2026-04-01,2
pubmed,madecassoside,2026-05-01,3
pubmed,madecassoside,2026-06-01,1
pubmed,madecassoside,2026-07-01,4
pubmed,madecassoside,2026-08-01,2
pubmed,niacinamide,2019-01-01,137
pubmed,niacinamide,2019-02-01,85
pubmed,niacinamide,2019-03-01,78
pubmed,niacinamide,2019-04-01,74
pubmed,niacinamide,2019-05-01,82
pubmed,niacinamide,2019-06-01,104
pubmed,niacinamide,2019-07-01,93
pubmed,niacinamide,2019-08-01,90
pubmed,niacinamide,2019-09-01,91
pubmed,niacinamide,2019-10-01,103
pubmed,niacinamide,2019-11-01,84
pubmed,niacinamide,2019-12-01,96
pubmed,niacinamide,2020-01-01,156
pubmed,niacinamide,2020-02-01,101
pubmed,niacinamide,2020-03-01,91
pubmed,niacinamide,2020-04-01,96
pubmed,niacinamide,2020-05-01,108
pubmed,niacinamide,2020-06-01,104
pubmed,niacinamide,2020-07-01,106
pubmed,niacinamide,2020-08-01,116
pubmed,niacinamide,2020-09-01,116
pubmed,niacinamide,2020-10-01,103
pubmed,niacinamide,2020-11-01,99
pubmed,niacinamide,2020-12-01,105
pubmed,niacinamide,2021-01-01,164
pubmed,niacinamide,2021-02-01,91
pubmed,niacinamide,2021-03-01,92
pubmed,niacinamide,2021-04-01,96
pubmed,niacinamide,2021-05-01,89
pubmed,niacinamide,2021-06-01,91
pubmed,niacinamide,2021-07-01,101
pubmed,niacinamide,2021-08-01,81
pubmed,niacinamide,2021-09-01,86
pubmed,niacinamide,2021-10-01,76
pubmed,niacinamide,2021-11-01,81
pubmed,niacinamide,2021-12-01,84
pubmed,niacinamide,2022-01-01,160
pubmed,niacinamide,2022-02-01,81
pubmed,niacinamide,2022-03-01,87
pubmed,niacinamide,2022-04-01,81
pubmed,niacinamide,2022-05-01,95
pubmed,niacinamide,2022-06-01,80
pubmed,niacinamide,2022-07-01,86
pubmed,niacinamide,2022-08-01,108
pubmed,niacinamide,2022-09-01,124
pubmed,niacinamide,2022-10-01,128
pubmed,niacinamide,2022-11-01,107
pubmed,niacinamide,2022-12-01,85
pubmed,niacinamide,2023-01-01,161
pubmed,niacinamide,2023-02-01,82
pubmed,niacinamide,2023-03-01,105
pubmed,niacinamide,2023-04-01,90
pubmed,niacinamide,2023-05-01,84
pubmed,niacinamide,2023-06-01,83
pubmed,niacinamide,2023-07-01,104
pubmed,niacinamide,2023-08-01,82
pubmed,niacinamide,2023-09-01,78
pubmed,niacinamide,2023-10-01,97
pubmed,niacinamide,2023-11-01,85
